,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),close_date,sma-25 (exit),sma-05 (exit),short-small-rl (exit),long_jcrosk (exit),sma-07 (exit),volume (exit),open (exit),short-large-rl (exit),short_kdj (exit),long-bid-rl (exit),close (exit),short-bid-rl (exit),ema-12 (exit),long-large-rl (exit),ema-26 (exit),long-small-rl (exit),high (exit),sma-compare (exit),mean-grad-hist (exit),low (exit)
1833,LEVER/USDT:USDT,2024-11-13 05:00:00+00:00,first_buy,force_exit,0.0018517,0.0018755,0.0019111941910116904,0.0019437726770708086,0.0018135999999999998,1,0.0018697,274511397.0,0,False,0.001884580000000027,0.0018902714285714533,0.0019638800000000138,15.76844285,0.2567716958785599,1,go_short,do_nothing,go_long,go_long,go_long,go_long,2024-11-29 20:15:00+00:00,0.002367184000000015,0.0023546600000000167,do_nothing,0,0.002356042857142883,23061163.0,0.0023607,go_long,False,go_long,0.0023707,go_long,0.0023608275019622285,go_long,0.002360633143982166,go_short,0.0023723,1,0,0.0023585
3940,ARK/USDT:USDT,2024-11-11 13:15:00+00:00,first_buy,force_exit,0.6362,0.6916,0.6113189655145126,0.5923713153235983,0.628,0,0.6911,48587729.0,0,False,0.6234400000000109,0.6137142857142803,0.5875480000000026,3.50455233,0.057567173523126486,0,go_long,go_short,go_long,go_long,go_long,go_long,2024-11-29 20:15:00+00:00,0.7258040000000036,0.7286400000000113,go_short,0,0.7272999999999955,78868.0,0.7298,go_long,False,go_long,0.7315,go_long,0.7247570625890247,go_long,0.7273244043577552,go_long,0.7316,0,0,0.7298
3430,COTI/USDT:USDT,2024-11-22 21:00:00+00:00,second_buy,force_exit,0.1149,0.12026,0.11142666745098405,0.10917674447757225,0.11368,0,0.11828000000000001,53792406.0,0,False,0.1132179999999929,0.11191142857143387,0.1088160000000015,-15.66145201,-0.2558735886695652,0,go_short,go_short,go_short,go_short,go_short,go_short,2024-11-29 20:15:00+00:00,0.14923440000000138,0.14735599999999288,go_short,0,0.1475628571428624,1564625.0,0.14806000000000002,go_short,False,go_short,0.14875000000000002,go_short,0.14819385346245093,go_short,0.14810268718259634,go_short,0.14879,1,0,0.14792000000000002
226,DYDX/USDT:USDT,2024-11-27 18:30:00+00:00,first_buy,force_exit,1.626,1.646,1.5919645115233498,1.5687155120620877,1.6219999999999999,0,1.625,1810572.1,1,False,1.609200000000022,1.6008571428572684,1.5622799999999584,0.45646881,0.007443587793557188,0,go_long,do_nothing,go_long,go_long,go_long,go_long,2024-11-29 20:15:00+00:00,1.6322799999999582,1.632200000000021,do_nothing,0,1.6304285714286972,123379.9,1.639,go_long,False,go_long,1.642,go_long,1.6280628533917174,go_long,1.6317140057001107,go_long,1.643,0,0,1.6360000000000001
443,XRP/USDT:USDT,2024-11-22 12:00:00+00:00,first_buy,force_exit,1.4488,1.4771,1.4176521700758002,1.3989496878864391,1.4462000000000002,0,1.4666000000000001,154989852.5,0,False,1.4321799999999878,1.421414285714302,1.4005359999999945,11.06747083,0.18036653385880216,0,go_short,do_nothing,go_long,go_long,go_long,go_long,2024-11-29 20:15:00+00:00,1.7138919999999942,1.7290599999999874,do_nothing,0,1.722942857142874,22939623.3,1.7269999999999999,go_long,False,go_long,1.7397,go_long,1.705280657905886,go_long,1.7181598147953028,go_short,1.7443,0,0,1.7186
1484,ADA/USDT:USDT,2024-11-26 11:45:00+00:00,second_buy,force_exit,0.8877,0.8925000000000001,0.9191581367904725,0.937818680475691,0.8753000000000001,1,0.8794000000000001,55226735.0,0,False,0.9027600000000066,0.9114857142857182,0.9462639999999929,-12.17433024,-0.2008143091307933,1,go_long,go_short,go_long,go_long,go_short,go_short,2024-11-29 20:15:00+00:00,1.0592279999999934,1.0497800000000068,go_short,0,1.0487857142857178,6778285.0,1.0515,go_long,False,go_short,1.0556,go_short,1.0550862252251993,go_long,1.0511785234867421,go_long,1.0561,0,0,1.0487
3798,GAS/USDT:USDT,2024-11-26 12:45:00+00:00,second_buy,force_exit,5.361,5.377,5.451370810920925,5.565884843042129,5.271,1,5.274,188507.6,1,False,5.363399999999984,5.389999999999999,5.607480000000066,-8.11843617,-0.13283385529423347,1,go_short,go_short,do_nothing,do_nothing,go_short,go_short,2024-11-29 20:15:00+00:00,5.898560000000072,5.930599999999982,go_short,0,5.926000000000002,20790.7,5.968,do_nothing,False,go_short,5.965,go_short,5.893397419614037,do_nothing,5.9222171528412275,go_short,5.975,0,0,5.958
1524,QTUM/USDT:USDT,2021-07-31 14:00:00+00:00,first_buy,long-exit-profit,8.379,8.379,7.758664117639432,7.659564610120537,7.933,0,8.026,2091589.1,0,False,7.812799999999763,7.760000000000066,7.67099999999998,22.89132115,0.37481401767010686,0,go_short,go_short,go_long,go_long,go_long,go_long,2021-08-07 09:00:00+00:00,10.237639999999969,10.841399999999775,go_short,0,10.815857142857197,1089045.7,10.902,go_long,False,go_long,11.073,go_long,10.237135360321597,go_long,10.659087504014334,go_short,11.15,0,0,10.822
1583,QTUM/USDT:USDT,2024-10-25 23:15:00+00:00,first_buy,long-exit-profit,2.293,2.297,2.3040601569511523,2.323344017614764,2.22,1,2.224,178067.4,0,False,2.295999999999613,2.3048571428572484,2.3227199999999124,22.70739894,0.370907688452816,1,go_short,go_short,go_long,go_long,go_long,go_long,2024-11-16 13:30:00+00:00,2.962319999999915,3.0227999999996285,go_short,0,3.010000000000112,368841.3,3.03,go_long,False,go_long,3.069,go_long,2.9673209254239286,go_long,3.0008655452964774,go_short,3.075,0,0,3.016
1580,QTUM/USDT:USDT,2024-08-05 06:30:00+00:00,first_buy,long-exit-profit,1.916,1.924,1.924077812270201,1.9664748213157586,1.767,1,1.814,648234.9,0,False,1.9153999999996052,1.919142857142994,1.9555199999999078,23.05982171,0.37572308940122073,1,go_short,go_short,go_long,go_long,go_long,go_long,2024-08-21 18:15:00+00:00,2.4464799999999034,2.4617999999996103,go_short,0,2.459142857142996,51449.9,2.461,go_long,False,go_long,2.48,go_long,2.4464805306122517,go_long,2.455882086960755,go_short,2.481,0,0,2.46
1526,QTUM/USDT:USDT,2021-08-25 09:00:00+00:00,first_buy,long-exit-profit,12.308,12.379,12.647372514780326,12.76221087476237,12.023,1,12.067,344387.8,0,False,12.513399999999724,12.620428571428619,12.804119999999978,22.57356972,0.3738874028234884,1,go_short,go_short,go_long,go_long,go_long,go_long,2021-09-06 08:45:00+00:00,15.946799999999975,16.517399999999718,go_short,0,16.41800000000005,548067.3,16.532,go_long,False,go_long,16.828,go_long,16.070154506684887,go_long,16.29445331309405,go_short,16.926,0,0,16.432
1571,QTUM/USDT:USDT,2024-02-28 17:15:00+00:00,first_buy,long-exit-profit,3.8,3.802,3.7258034050749838,3.669062149776366,3.7560000000000002,1,3.795,380406.4,1,False,3.75719999999961,3.7410000000001418,3.6592399999999015,23.5202732,0.384464464450589,0,go_short,go_short,go_long,go_long,go_long,go_long,2024-03-04 07:45:00+00:00,4.340239999999901,4.844199999999607,go_short,1,4.672285714285855,4328498.2,5.02,go_long,False,go_long,5.307,go_long,4.426680712696932,go_long,4.618684469118524,go_short,5.49,0,0,5.02
1570,QTUM/USDT:USDT,2024-01-23 09:30:00+00:00,first_buy,long-exit-profit,2.741,2.766,2.801641932210427,2.836690451741297,2.674,1,2.685,348332.7,0,False,2.762599999999611,2.7828571428572872,2.857519999999907,23.64425858,0.3859884099089135,1,go_short,go_short,go_long,go_long,go_long,go_long,2024-02-28 17:00:00+00:00,3.651119999999901,3.73739999999961,go_short,0,3.732285714285856,662953.2,3.734,go_long,False,go_long,3.802,go_long,3.658987121758475,go_long,3.7132222059977082,go_short,3.857,0,0,3.708
1561,QTUM/USDT:USDT,2023-06-05 16:00:00+00:00,first_buy,long-exit-profit,2.568,2.569,2.5760891306992413,2.5978987993954306,2.448,1,2.458,295404.2,0,False,2.5595999999995986,2.5741428571429816,2.604359999999921,23.94447047,0.3900619636376668,1,go_short,go_short,go_long,go_long,go_long,go_long,2023-07-01 10:30:00+00:00,3.0956399999999196,3.3075999999996037,go_short,0,3.273428571428698,8582828.8,3.335,go_long,False,go_long,3.422,go_long,3.1282682147170053,go_long,3.2460939923046768,go_short,3.475,0,0,3.324
1540,QTUM/USDT:USDT,2022-02-20 04:45:00+00:00,first_buy,long-exit-profit,6.5120000000000005,6.537,6.555678327750197,6.613508744394897,6.422,1,6.45,359212.4,1,False,6.513799999999689,6.526714285714376,6.6353599999999595,23.4204738,0.3817780470310882,1,go_short,go_short,go_long,go_long,go_long,go_long,2022-03-25 07:30:00+00:00,8.25167999999995,8.706799999999678,go_short,1,8.64114285714295,781211.9,8.68,go_long,False,go_long,8.850999999999999,go_long,8.337696889733174,go_long,8.550637516233797,go_short,8.871,0,1,8.65
1529,QTUM/USDT:USDT,2021-09-20 12:30:00+00:00,first_buy,long-exit-profit,10.411,10.507,10.635401136707136,10.898867086843053,10.18,1,10.233,249308.7,0,False,10.400799999999691,10.505428571428624,10.935879999999967,24.02917134,0.39740889166359583,1,go_short,go_short,go_long,go_long,go_long,go_long,2021-10-03 03:00:00+00:00,13.441559999999981,13.903799999999682,go_short,0,13.755714285714337,583262.4,13.885,go_long,False,go_long,14.314,go_long,13.435680279972706,go_long,13.698720396766511,go_short,14.392,0,0,13.839
1531,QTUM/USDT:USDT,2021-10-27 08:15:00+00:00,first_buy,long-exit-profit,12.496,12.501,12.611913943265154,12.84952064718362,10.607,1,11.599,1288882.8,0,False,12.3943999999997,12.506714285714365,12.940799999999978,22.79237266,0.37748015677956,1,go_short,go_short,go_long,go_long,go_long,go_long,2021-10-31 23:30:00+00:00,14.91499999999998,15.600799999999712,go_short,0,15.414428571428648,873815.2,15.45,go_long,False,go_long,16.044,go_long,14.972968760751705,go_long,15.321367721764734,go_short,16.276,0,0,15.435
1538,QTUM/USDT:USDT,2022-01-22 10:15:00+00:00,first_buy,long-exit-profit,5.264,5.316,5.507159872433309,5.6790636212685035,5.026,1,5.171,648450.8,0,False,5.408199999999679,5.463142857142946,5.697959999999959,23.31964837,0.3818698491620827,1,go_short,go_short,go_long,go_long,go_long,go_long,2022-02-05 08:30:00+00:00,6.912519999999956,6.992999999999688,go_short,0,6.975000000000088,277027.5,6.96,go_long,False,go_long,7.142,go_long,6.914787886780484,go_long,6.96938897432708,go_short,7.155,0,0,6.937
1556,QTUM/USDT:USDT,2023-01-30 13:15:00+00:00,first_buy,long-exit-profit,2.826,2.843,2.7773642981349917,2.7573012473781136,2.81,0,2.835,1050163.7,0,False,2.799999999999637,2.7867142857144054,2.742879999999926,26.13730978,0.4264027464468382,0,go_short,go_short,go_long,go_long,go_long,go_long,2023-02-21 02:30:00+00:00,3.680519999999932,3.677999999999628,go_short,0,3.6712857142858355,4508078.8,3.569,go_long,False,go_long,4.069,go_long,3.676023437271553,go_long,3.6966293681592926,go_short,4.086,0,0,3.561
1555,QTUM/USDT:USDT,2022-12-17 02:15:00+00:00,first_buy,long-exit-profit,2.061,2.062,2.1100722461028143,2.1743035925575254,2.033,0,2.039,194986.3,0,False,2.066999999999639,2.0860000000001024,2.20271999999993,22.73211576,0.3710687312687312,1,go_short,go_short,go_long,go_long,go_long,go_long,2023-01-30 13:00:00+00:00,2.740319999999926,2.7815999999996373,go_short,0,2.779571428571548,1126822.5,2.7880000000000003,go_long,False,go_long,2.825,go_long,2.7510853471683627,go_long,2.7668850796140814,go_short,2.835,0,0,2.782
1548,QTUM/USDT:USDT,2022-06-30 06:45:00+00:00,first_buy,long-exit-profit,2.74,2.741,2.7663604521098124,2.791632850940404,2.673,1,2.69,360823.2,0,False,2.748199999999653,2.7561428571429447,2.7898399999999386,22.93241669,0.3750387927586519,1,go_short,go_short,go_long,go_long,go_long,go_long,2022-07-27 16:00:00+00:00,3.6188799999999413,3.679399999999645,go_short,0,3.673571428571524,324798.0,3.682,go_long,False,go_long,3.6950000000000003,go_long,3.6318590369031454,go_long,3.6599303665203893,go_short,3.709,0,1,3.677
1565,QTUM/USDT:USDT,2023-10-11 15:30:00+00:00,first_buy,long-exit-profit,2.093,2.093,2.097050631204506,2.1008927429643847,2.061,1,2.077,187896.6,0,False,2.0931999999995936,2.0962857142858473,2.10483999999991,23.11462129,0.37705381535939,1,go_short,go_short,go_long,go_long,go_long,go_long,2023-10-28 04:30:00+00:00,2.7800399999999126,2.847999999999597,go_short,0,2.838857142857274,320880.6,2.84,go_long,False,go_long,2.876,go_long,2.782284688656759,go_long,2.821591440728141,go_short,2.878,0,0,2.839
1549,QTUM/USDT:USDT,2022-07-27 16:15:00+00:00,first_buy,long-exit-profit,3.6950000000000003,3.7119999999999997,3.6671718485941756,3.637425034169579,3.672,0,3.707,367298.1,0,False,3.6887999999996453,3.681428571428667,3.623919999999941,22.72985916,0.3711410546891571,0,go_short,go_short,go_long,go_long,go_long,go_long,2022-07-29 08:15:00+00:00,4.60251999999994,4.823399999999647,go_short,0,4.753428571428671,1657379.0,4.889,go_long,False,go_long,5.09,go_long,4.6325187724059775,go_long,4.734134101272935,go_short,5.127,0,0,4.8870000000000005
1596,API3/USDT:USDT,2022-06-22 02:15:00+00:00,first_buy,long-exit-profit,1.5350000000000001,1.549,1.5700796766906242,1.594285941859934,1.512,1,1.525,254527.4,0,False,1.5585999999999955,1.562857142857153,1.5929199999999866,24.50013778,0.3995061131005425,1,go_short,go_short,go_long,go_long,go_long,go_long,2022-07-04 01:00:00+00:00,1.8236399999999882,1.9333999999999982,go_short,1,1.9034285714285812,11217855.7,1.971,go_long,False,go_long,2.127,go_long,1.844265058303557,go_long,1.8934660544791586,go_short,2.26,0,0,1.971
1523,QTUM/USDT:USDT,2021-07-14 01:00:00+00:00,first_buy,long-exit-profit,6.058,6.077,6.174535482651286,6.213772510770236,6.001,1,6.018,90699.9,0,False,6.14939999999978,6.175000000000052,6.210119999999984,23.53882527,0.3868807761540455,1,go_short,go_short,go_long,go_long,go_long,go_long,2021-07-31 13:45:00+00:00,7.64859999999998,7.7245999999997625,go_short,0,7.700000000000067,4153019.2,7.499,go_long,False,go_long,8.377,go_long,7.63024977893018,go_long,7.710057593573874,go_short,8.491,0,0,7.491
1683,RUNE/USDT:USDT,2021-10-10 15:15:00+00:00,first_buy,long-exit-profit,8.013,8.017,8.041321663957937,8.077972387896322,7.838,1,7.932,471333.0,0,False,8.019000000000101,8.029285714285745,8.084560000000016,21.1738544,0.3811091598346341,1,go_short,go_short,go_long,go_long,go_long,go_long,2021-10-22 02:45:00+00:00,9.66912000000001,10.75220000000008,go_short,0,10.639571428571454,3119367.0,10.908,go_long,False,go_long,11.01,go_long,9.832907033693333,go_long,10.319389294950637,go_short,11.292,0,1,10.761
1679,RUNE/USDT:USDT,2021-08-18 01:00:00+00:00,first_buy,long-exit-profit,8.106,8.247,8.375137549883915,8.542094794160912,8.076,1,8.19,480352.0,0,False,8.294200000000052,8.327000000000046,8.526920000000002,22.77602733,0.3968825057726157,1,go_short,go_short,go_long,go_long,go_long,go_long,2021-08-21 16:30:00+00:00,10.38524,11.16400000000005,go_short,0,11.098285714285769,1380307.0,11.227,go_long,False,go_long,11.477,go_long,10.476182182005381,go_long,10.900640890778066,go_short,11.54,0,0,11.211
1677,RUNE/USDT:USDT,2021-07-29 13:30:00+00:00,first_buy,long-exit-profit,5.87,5.875,5.498252717639183,5.400025209438232,5.716,0,5.734,3295789.0,0,False,5.654400000000031,5.510857142857189,5.417960000000005,21.96143252,0.3829550187986215,0,go_short,go_short,go_long,go_long,go_long,go_long,2021-08-04 14:30:00+00:00,7.444480000000007,7.858600000000029,go_short,0,7.78900000000004,1236087.0,7.857,go_long,False,go_long,7.95,go_long,7.5040835106485,go_long,7.663613554443482,go_short,7.971,0,1,7.846
1676,RUNE/USDT:USDT,2021-07-17 01:30:00+00:00,first_buy,long-exit-profit,4.259,4.276,4.4563009389563915,4.575716007531466,4.175,1,4.237,979448.0,0,False,4.335200000000038,4.39785714285719,4.616320000000001,22.68597525,0.3819745152373413,1,go_short,go_short,go_long,go_long,go_long,go_long,2021-07-29 13:15:00+00:00,5.411400000000004,5.5380000000000305,go_short,0,5.420000000000045,6013880.0,5.758,go_long,False,go_long,5.87,go_long,5.373307226193291,go_long,5.455389575391761,go_short,5.875,0,0,5.7
1673,RUNE/USDT:USDT,2021-06-22 12:00:00+00:00,first_buy,long-exit-profit,5.053,5.138,5.253822344828449,5.523147117768709,4.92,1,4.932,728493.0,0,False,5.1354000000000255,5.176142857142901,5.584320000000004,22.77993117,0.38482775290861737,1,go_short,go_short,go_long,go_long,go_long,go_long,2021-06-25 02:15:00+00:00,6.538279999999999,6.6372000000000195,go_short,0,6.596857142857187,643261.0,6.727,go_long,False,go_long,6.821,go_long,6.5218683073671615,go_long,6.587524454761409,go_short,6.836,0,0,6.648
1669,RUNE/USDT:USDT,2021-05-21 21:00:00+00:00,first_buy,long-exit-profit,9.587,9.655,9.968600823590823,10.562289497561673,8.878,1,9.037,638076.0,0,False,9.544400000000014,9.651000000000078,10.595760000000025,20.2330799,0.3728210681895941,1,go_short,go_short,go_long,go_long,go_long,go_long,2021-05-25 23:45:00+00:00,11.566600000000024,12.166000000000029,go_short,0,12.140571428571494,130256.0,12.181,go_long,False,go_long,12.304,go_long,11.600705569876263,go_long,11.922460523848702,go_short,12.364,0,0,12.042
1667,RUNE/USDT:USDT,2021-05-19 13:15:00+00:00,first_buy,long-exit-profit,11.047,12.078,13.562532780923508,15.36479809137299,6.315,1,7.004,458458.0,0,False,12.167800000000037,13.07700000000007,15.927120000000041,48.599176,0.8664803215060212,1,go_short,go_short,go_long,go_long,go_long,go_long,2021-05-19 13:45:00+00:00,15.40224000000004,10.212000000000037,go_short,0,11.65085714285721,116521.0,7.834,go_long,False,go_long,12.883,go_long,14.66444555158864,go_long,12.712263115335766,go_short,13.2,1,0,7.49
1662,RUNE/USDT:USDT,2021-04-24 15:15:00+00:00,first_buy,long-exit-profit,11.4592,11.4592,11.559089442794921,11.816542512640606,11.1316,1,11.1724,215934.0,0,False,11.394579999999994,11.486414285714378,11.810588000000017,20.68214423,0.3700586167186565,1,go_short,go_short,go_long,go_long,go_long,go_long,2021-04-28 00:45:00+00:00,14.742176000000018,14.920599999999997,go_short,0,14.830100000000096,94612.0,15.0727,go_long,False,go_long,15.2975,go_long,14.74886324833223,go_long,14.845450843537446,go_short,15.2975,0,0,15.0199
1660,RUNE/USDT:USDT,2021-04-04 10:15:00+00:00,first_buy,long-exit-profit,9.9392,9.9849,9.775386592787727,9.667547808253586,9.855,1,9.8653,141584.0,0,False,9.864000000000003,9.834614285714318,9.674112000000015,22.50296974,0.37979060023093153,0,go_short,go_short,go_long,go_long,go_long,go_long,2021-04-14 00:15:00+00:00,13.056344000000015,13.414060000000001,go_short,0,13.343114285714348,624319.0,13.2768,go_long,False,go_long,13.9169,go_long,13.065697093950979,go_long,13.272375335258095,go_short,14.2976,0,0,13.2689
1659,RUNE/USDT:USDT,2021-03-30 09:00:00+00:00,first_buy,long-exit-profit,7.1669,7.2058,7.0277633767416186,6.928928490649681,7.1,0,7.1315,131483.0,0,False,7.072920000000005,7.048671428571455,6.9237080000000155,21.37821743,0.3746607307910884,0,go_short,go_short,go_long,go_long,go_long,go_long,2021-04-04 10:00:00+00:00,9.669280000000015,9.840740000000004,go_short,0,9.806585714285745,138157.0,9.8358,go_long,False,go_long,9.935,go_long,9.651727632913872,go_long,9.759038700567315,go_short,9.9703,0,0,9.8111
1658,RUNE/USDT:USDT,2021-03-22 20:45:00+00:00,first_buy,long-exit-profit,5.2898,5.2898,5.366440941089635,5.453822993099033,5.1562,1,5.1638,199372.0,0,False,5.277760000000006,5.3074714285714535,5.49286400000001,21.53044729,0.3783148303153721,1,go_short,go_short,go_long,go_long,go_long,go_long,2021-03-30 08:45:00+00:00,6.909756000000016,7.039700000000005,go_short,0,7.025928571428598,124457.0,7.02,go_long,False,go_long,7.1665,go_long,6.912722769901655,go_long,7.008902172512822,go_short,7.1708,0,0,7.0175
1640,API3/USDT:USDT,2024-11-03 03:00:00+00:00,first_buy,long-exit-profit,1.4102000000000001,1.4189,1.4383285843766722,1.4481986536792713,1.3862,1,1.3959000000000001,619890.2,1,False,1.4290600000000198,1.4366857142857354,1.4519360000000086,23.28119874,0.37953552551967273,1,go_short,go_short,go_long,go_long,go_long,go_long,2024-11-14 14:15:00+00:00,1.774332000000011,1.7902600000000135,go_short,0,1.7758000000000185,5391996.6,1.737,go_long,False,go_long,1.9322,go_long,1.7668371734377184,go_long,1.7804712599267183,go_short,1.9974,0,0,1.7358
1638,API3/USDT:USDT,2024-10-01 15:15:00+00:00,first_buy,long-exit-profit,1.4871,1.4922,1.524865426720951,1.548978686376918,1.4276,1,1.4608,674845.6,0,False,1.5038000000000253,1.51191428571431,1.5653160000000093,23.44802017,0.3826030387686972,1,go_short,go_short,go_long,go_long,go_long,go_long,2024-10-20 12:30:00+00:00,1.8945120000000082,1.95824000000002,go_short,0,1.9574571428571639,4568738.6,1.9809,go_long,False,go_long,2.0182,go_long,1.8781355945049465,go_long,1.9476094440166614,go_short,2.0271,0,0,1.9752
1631,API3/USDT:USDT,2024-04-30 10:45:00+00:00,first_buy,long-exit-profit,2.2125,2.2125,2.239328562306338,2.270294109638523,2.1886,0,2.2034,110064.3,0,False,2.2148200000000173,2.2207285714286034,2.282259999999996,24.49562292,0.3995357924156062,1,go_short,go_short,go_long,go_long,go_long,go_long,2024-05-27 15:00:00+00:00,2.885527999999996,2.9646400000000295,go_short,0,2.961171428571453,2066481.8,2.9419,go_long,False,go_long,3.0936,go_long,2.9000044214537852,go_long,2.9458075967795727,go_short,3.1032,0,0,2.9282
1625,API3/USDT:USDT,2024-01-29 09:15:00+00:00,first_buy,long-exit-profit,3.228,3.2832,3.000749505677007,2.9340613234701767,3.1598,0,3.2056,12944835.8,0,False,3.0514000000000268,3.0240571428571656,2.899384,23.36613398,0.3812502072422213,0,go_short,go_short,go_long,go_long,go_long,go_long,2024-02-14 21:30:00+00:00,3.8986400000000065,4.329520000000019,go_short,0,4.2912000000000345,2939297.7,4.3482,go_long,False,go_long,4.4367,go_long,3.980055312467323,go_long,4.1773445738368045,go_short,4.4588,0,1,4.2954
1624,API3/USDT:USDT,2024-01-20 03:15:00+00:00,first_buy,long-exit-profit,2.4281,2.4886,2.225561037329777,2.0023118531736768,2.2347,1,2.3137,10783127.4,0,False,2.463040000000029,2.400671428571453,1.9004359999999998,24.08209495,0.3923803645893804,0,go_short,go_short,go_long,go_long,go_long,go_long,2024-01-29 09:00:00+00:00,2.886552,3.003980000000027,go_short,0,2.9831428571428797,15348026.5,2.9515000000000002,go_long,False,go_long,3.2293,go_long,2.9123382293477906,go_long,2.9635039612546445,go_short,3.2681,0,0,2.9504
1622,API3/USDT:USDT,2023-12-11 02:15:00+00:00,first_buy,long-exit-profit,1.6234000000000002,1.6249,1.6009098815081229,1.6116122916708615,1.3547,1,1.4699,1654683.6,0,False,1.5882200000000222,1.5980571428571733,1.6282520000000003,23.75704965,0.3872520082919797,1,go_short,go_short,go_long,go_long,go_long,go_long,2023-12-31 07:30:00+00:00,1.857119999999999,1.9409200000000233,go_short,0,1.916428571428599,1096303.4,1.9212,go_long,False,go_long,2.0435,go_long,1.8711370348774603,go_long,1.903221474330247,go_short,2.0641,0,0,1.9203999999999999
1619,API3/USDT:USDT,2023-10-04 00:45:00+00:00,first_buy,long-exit-profit,1.037,1.0381,1.0425400320680616,1.0479533681730346,0.9675,1,1.008,2613334.2,0,False,1.0367400000000109,1.0417142857143102,1.0504799999999983,23.48483746,0.3827773991836533,1,go_short,go_short,go_long,go_long,go_long,go_long,2023-11-01 19:30:00+00:00,1.311531999999999,1.3702200000000182,go_short,0,1.3587285714285944,830369.0,1.3743,go_long,False,go_long,1.4007,go_long,1.319336682748101,go_long,1.3461662340482998,go_short,1.4037,0,0,1.3739
1617,API3/USDT:USDT,2023-08-17 21:45:00+00:00,first_buy,long-exit-profit,1.03,1.03,1.0096363049581272,1.0291527164013579,0.8240000000000001,1,0.843,3512673.8,0,False,0.9960000000000088,1.0085714285714558,1.0345199999999988,25.9788556,0.4235521310253988,1,go_short,go_short,go_long,go_long,go_long,go_long,2023-08-30 02:00:00+00:00,1.0505759999999982,1.0870200000000065,go_short,0,1.0787285714285988,18715954.6,1.0823,go_long,False,go_long,1.1733,go_long,1.0575178304162327,go_long,1.0734381579045469,go_short,1.194,0,0,1.0757
1615,API3/USDT:USDT,2023-07-24 10:00:00+00:00,first_buy,long-exit-profit,1.01,1.01,1.0096889360349837,1.015219160009158,0.9590000000000001,1,0.978,779923.2,0,False,1.0050000000000074,1.0084285714286028,1.015319999999999,23.22145102,0.3786981396233427,1,go_short,go_short,go_long,go_long,go_long,go_long,2023-08-06 20:30:00+00:00,1.278839999999999,1.2916000000000092,go_short,0,1.2854285714286016,27289090.6,1.29,go_long,False,go_long,1.33,go_long,1.2481587002268293,go_long,1.2842996542206564,go_short,1.3599999999999999,0,0,1.287
1607,API3/USDT:USDT,2023-01-14 06:15:00+00:00,first_buy,long-exit-profit,1.413,1.416,1.4004186875116766,1.3878034531566006,1.407,0,1.416,60285.0,0,False,1.4038000000000053,1.4015714285714453,1.3937999999999886,23.28977116,0.380082213586095,0,go_short,go_short,go_long,go_long,go_long,go_long,2023-02-09 08:30:00+00:00,1.8084399999999896,1.8548000000000016,go_short,0,1.8475714285714484,1950441.6,1.833,go_long,False,go_long,1.971,go_long,1.8294199406541098,go_long,1.8459555287675977,go_short,1.998,0,0,1.833
1606,API3/USDT:USDT,2022-12-31 16:15:00+00:00,first_buy,long-exit-profit,1.037,1.039,1.039546989022503,1.0406370716937818,1.019,1,1.03,861428.9,0,False,1.0372000000000043,1.0390000000000144,1.0404799999999879,22.7696833,0.37116645775697743,1,go_short,go_short,go_long,go_long,go_long,go_long,2023-01-14 06:00:00+00:00,1.3912799999999887,1.4004000000000052,go_short,0,1.399142857142874,44162.8,1.409,go_long,False,go_long,1.413,go_long,1.3855477294091287,go_long,1.3975857216047087,go_short,1.4140000000000001,0,0,1.405
1602,API3/USDT:USDT,2022-10-13 06:45:00+00:00,first_buy,long-exit-profit,1.522,1.522,1.5315050244836508,1.5448816544642672,1.5,1,1.5070000000000001,217643.3,0,False,1.5258000000000038,1.52700000000001,1.546439999999991,25.71184752,0.4190634898349494,1,go_short,go_short,go_long,go_long,go_long,go_long,2022-11-03 05:15:00+00:00,1.93511999999999,2.0349999999999993,go_short,0,2.0285714285714356,1009561.6,2.011,go_long,False,go_long,2.147,go_long,1.9544339354318498,go_long,2.00177296112131,go_short,2.149,0,0,2.008
1585,API3/USDT:USDT,2022-02-22 10:15:00+00:00,first_buy,long-exit-profit,5.472,5.556,5.449507878837513,5.355992877492879,5.44,0,5.491,330972.4,0,False,5.468200000000001,5.4738571428571445,5.3616800000000016,22.87219254,0.37488606576204464,0,go_short,go_short,go_long,go_long,go_long,go_long,2022-02-23 03:00:00+00:00,6.256399999999997,7.389799999999999,go_short,0,7.203571428571431,1741512.9,7.487,go_long,False,go_long,7.522,go_long,6.459331069383641,go_long,6.919776339757695,go_short,7.8,0,1,7.4
